Title,Type,BodyPart,Level,Time,Sets,B_Reps,I_Reps
Holman Towel Straight Plank Jack,Strength,Core,Intermediate,1,1,30,60
Holman Towel Hill Climber,Strength,Core,Intermediate,3,3,10,20
Holman Towel Elbow Plank Jack,Strength,Core,Intermediate,1,1,30,60
Holman Towel Elbow Plank Pike,Strength,Core,Intermediate,1,1,30,60
Holman Towel Straight Plank Hand Reach,Strength,Core,Intermediate,1,1,30,60
Holman Towel Wax-On Wax-Off,Strength,Core,Intermediate,3,3,10,20
Holman Towel Wide Hill Climber,Strength,Core,Intermediate,3,3,10,20
Holman Towel Dirty Dog,Strength,Core,Intermediate,1,1,30,60
Holman Straight Plank Shoulder Tap,Strength,Core,Intermediate,1,1,30,60
Holman Killer Abs,Strength,Core,Intermediate,1,1,30,60
Holman Straight Plank Split Jack,Strength,Core,Intermediate,1,1,30,60
Holman Elbow Plank Swim,Strength,Core,Intermediate,1,1,30,60
Holman Elbow Plank Saw,Strength,Core,Intermediate,1,1,30,60
Holman Feet-Elevated Straight Plank Toe-Tap Series,Strength,Core,Intermediate,3,3,10,20
Holman Elbow Plank Pike Pull,Strength,Core,Intermediate,1,1,30,60
Holman Hand-Elevated Walk-Over Push-Up,Strength,Core,Intermediate,3,3,10,20
Holman Hands-Elevated Hill Climber,Strength,Core,Intermediate,3,3,10,20
Holman Seated Pike,Strength,Core,Intermediate,1,1,30,60
Holman Feet-Elevated Up-Down Plank,Strength,Core,Intermediate,1,1,30,60
Holman Feet-Elevated Hand Tap,Strength,Core,Intermediate,3,3,10,20
Holman Reverse Straight Plank with Alternating Heel Pull-In,Strength,Core,Intermediate,1,1,30,60
Holman Elbow Plank,Strength,Core,Intermediate,1,1,30,60
Holman Straight Plank Squat Thrust,Strength,Core,Intermediate,1,1,30,60
Holman Alternating Single-Leg Pike,Strength,Core,Intermediate,1,1,30,60
Holman Knee Pull-In Crunch,Strength,Core,Intermediate,3,3,10,20
Holman Straight Plank with Hand Tap,Strength,Core,Intermediate,1,1,30,60
Holman Straight Plank with Dirty Dog,Strength,Core,Intermediate,1,1,30,60
Holman Elbow Plank Roll,Strength,Core,Intermediate,1,1,30,60
Holman Froggy Push-Up,Strength,Core,Intermediate,3,3,10,20
Holman Straight Plank Hand Tap to Shoulder Tap,Strength,Core,Intermediate,1,1,30,60
Holman In-Out Straight Plank,Strength,Core,Intermediate,1,1,30,60
Holman Bicycle,Strength,Core,Intermediate,3,3,10,20
Holman Alternating Diagonal Knee Pull-in,Strength,Core,Intermediate,3,3,10,20
Holman Elbow Plank with Step-Out,Strength,Core,Intermediate,1,1,30,60
Holman Alternating Slow L-Raise,Strength,Core,Intermediate,3,3,10,20
Holman Feet-Elevated Plank with Shoulder Tap,Strength,Core,Intermediate,1,1,30,60
Holman Feet-Elevated Inchworm Pike to Straight Plank Push-Up,Strength,Core,Intermediate,1,1,30,60
Holman Feet-Elevated Up-Down Elbow Plank,Strength,Core,Intermediate,1,1,30,60
Holman Feet-Elevated Plank Pike Pull,Strength,Core,Intermediate,1,1,30,60
Holman Feet-Elevated Alternating Single-Leg Hip Raise,Strength,Core,Intermediate,3,3,10,20
Holman Feet-Elevated Plank Pike Pull to Push-Up,Strength,Core,Intermediate,3,3,10,20
Holman Standing Heel Click,Strength,Core,Intermediate,3,3,10,20
Holman Straight Plank Right-Left Jack to Split Jack,Strength,Core,Intermediate,1,1,30,60
Holman Elbow Plank Jack to Ninja Knees,Strength,Core,Intermediate,1,1,30,60
Holman Right Side Elbow Plank with Left Leg Swing,Strength,Core,Intermediate,1,1,30,60
Holman Left Side Elbow Plank with Right Leg Swing,Strength,Core,Intermediate,1,1,30,60
Holman Straight Plank with Alternating Diagonal Sit-Back,Strength,Core,Intermediate,1,1,30,60
Holman Boat Press with Leg Extension,Strength,Core,Intermediate,3,3,10,20
Holman Shoulder Tap to Dirty Dog,Strength,Core,Intermediate,3,3,10,20
Holman Standing Russian Twist,Strength,Core,Intermediate,3,3,10,20
Holman Hovering Plank with Shoulder Tap,Strength,Core,Intermediate,1,1,30,60
Holman Elbow Plank to Stacked Plank Hip Drop,Strength,Core,Intermediate,1,1,30,60
Holman Elbow Plank to Walk-Up Pike,Strength,Core,Intermediate,1,1,30,60
Holman Hill Climber,Strength,Core,Intermediate,3,3,10,20
Holman Straight Plank Pike to Renegade Row,Strength,Core,Intermediate,3,3,10,20
Holman Alternating Hip Drop to Push-Up,Strength,Core,Intermediate,3,3,10,20
Holman Crab Kick,Strength,Core,Intermediate,3,3,10,20
Holman Wounded Bear Crawl,Strength,Core,Intermediate,3,3,10,20
Holman Alternating Crab Reach,Strength,Core,Intermediate,3,3,10,20
Holman Hovering Panther Core Stabilizer,Strength,Core,Intermediate,3,3,10,20
Holman Burpee to Forward Lunge,Strength,Core,Intermediate,3,3,10,20
Holman Seated Knee Pull-In Series,Strength,Core,Intermediate,3,3,10,20
Holman Elbow Plank Pike,Strength,Core,Intermediate,1,1,30,60
Holman Elbow Plank Jack to Straight Plank Split Jack,Strength,Core,Intermediate,1,1,30,60
Holman Boat Pull-Over,Strength,Core,Intermediate,3,3,10,20
Holman Squat Pulse to Plyometric Jump,Strength,Core,Intermediate,3,3,10,20
Holman Hands Down Heel Click,Strength,Core,Intermediate,3,3,10,20
Holman Straight Plank to Kick-Up,Strength,Core,Intermediate,3,3,10,20
Holman Hands-Elevated Split Jack,Strength,Core,Intermediate,3,3,10,20
Holman Feet-Elevated Plank Reach,Strength,Core,Intermediate,1,1,30,60
Holman Hand-Elevated Side Plank Semicircle,Strength,Core,Intermediate,1,1,30,60
Holman Hands-Elevated Straight Plank Pike,Strength,Core,Intermediate,1,1,30,60
Holman Alternating Rolling Elbow Plank,Strength,Core,Intermediate,1,1,30,60
Holman Elbow Plank Jack,Strength,Core,Intermediate,1,1,30,60
Holman Squat Thrust to Alternating Knee-In,Strength,Core,Intermediate,3,3,10,20
Holman Supine Double Pike,Strength,Core,Intermediate,1,1,30,60
Holman Elbow Plank Alternating Pike,Strength,Core,Intermediate,1,1,30,60
Holman Seated Killer Abs,Strength,Core,Intermediate,1,1,30,60
Holman Side Plank Hip Drop,Strength,Core,Intermediate,3,3,10,20
Holman Wide Hill Climber,Strength,Core,Intermediate,3,3,10,20
Holman Straight-Legged Bicycle,Strength,Core,Intermediate,3,3,10,20
Holman Stair Toe Tap,Strength,Core,Intermediate,3,3,10,20
Holman Elbow Plank Ninja,Strength,Core,Intermediate,3,3,10,20
Holman Traveling Stair Climb Push-Up,Strength,Core,Intermediate,3,3,10,20
Holman Hands-Elevated Burpee,Strength,Core,Intermediate,3,3,10,20
Holman Straight Plank Donkey Kick,Strength,Core,Intermediate,3,3,10,20
Holman Feet-Elevated Straight Plank Pike Pull,Strength,Core,Intermediate,3,3,10,20
Holman Towel Burpee,Strength,Core,Intermediate,3,3,10,20
Holman Elbow Plank to Alternating Side Plank Crunch,Strength,Core,Intermediate,3,3,10,20
Holman Straight-Legged Hip Raise,Strength,Core,Intermediate,3,3,10,20
Holman Feet-Elevated Hill Climber,Strength,Core,Intermediate,3,3,10,20
Holman Ninja Knee Hill Climber,Strength,Core,Intermediate,3,3,10,20
Holman Feet-Elevated Shoulder Tap,Strength,Core,Intermediate,3,3,10,20
Holman Feet-Elevated Hip Raise,Strength,Core,Intermediate,3,3,10,20
Holman Left Hand Right Foot Crab Reach,Strength,Core,Intermediate,3,3,10,20
Holman Alternating Crab Flip to Froggy Push-Up to Kicks,Strength,Core,Intermediate,3,3,10,20
Holman Right Hand Left Foot Sleeping Crab,Strength,Core,Intermediate,3,3,10,20
Holman Left Hand Right Foot Sleeping Crab,Strength,Core,Intermediate,3,3,10,20
Holman Straight Plank with Alternating Leg Kick-Under,Strength,Core,Intermediate,3,3,10,20
Holman Right Hip Drop Push-Up,Strength,Core,Intermediate,3,3,10,20
Holman Right Side Diagonal Burpee,Strength,Core,Intermediate,3,3,10,20
Holman Left Hip Drop Push-Up,Strength,Core,Intermediate,3,3,10,20
Holman Right Leg 7-Up Crunch,Strength,Core,Intermediate,3,3,10,20
Holman Left Leg 7-Up Crunch,Strength,Core,Intermediate,3,3,10,20
Holman Straight Plank Jack,Strength,Core,Intermediate,3,3,10,20
Holman Feet-Elevated Couch Hill Climber,Strength,Core,Intermediate,3,3,10,20
Holman Feet-Elevated Right Side Plank,Strength,Core,Intermediate,1,1,30,60
Holman Alternating Up-Down Plank to Push-Up,Strength,Core,Intermediate,3,3,10,20
Holman Straight Plank Pike,Strength,Core,Intermediate,1,1,30,60
Holman Ninja Knee Straight Plank,Strength,Core,Intermediate,1,1,30,60
Holman Reverse Crunch to Hip Raise,Strength,Core,Intermediate,3,3,10,20
Holman Straight Plank Quick Reach,Strength,Core,Intermediate,3,3,10,20
Holman Alternating Diagonal Straight Plank,Strength,Core,Intermediate,3,3,10,20
Holman Feet-Elevated Left Side Plank,Strength,Core,Intermediate,1,1,30,60
Holman Right Hand Left Foot Crab Reach,Strength,Core,Intermediate,3,3,10,20
Holman Low-Impact Crab Kick,Strength,Core,Intermediate,3,3,10,20
Holman Alternating Crab Flip to Froggy Push-Up,Strength,Core,Intermediate,3,3,10,20
Holman High-Impact Crab Kick,Strength,Core,Intermediate,3,3,10,20
Holman Single-Leg Right Pike,Strength,Core,Intermediate,3,3,10,20
Holman Single-Leg Left Pike,Strength,Core,Intermediate,3,3,10,20
Holman Shoulder Tap to Hand Tap,Strength,Core,Intermediate,3,3,10,20
Holman Towel Reverse Plank Jack,Strength,Core,Intermediate,3,3,10,20
Holman Side-to-Side Twist,Strength,Core,Intermediate,3,3,10,20
Holman Crab Kick with Hop,Strength,Core,Intermediate,3,3,10,20
Holman Crab Reach to Crab Kick,Strength,Core,Intermediate,3,3,10,20
Holman Wide Squat Side-to-Side Obliques,Strength,Core,Intermediate,3,3,10,20
Holman Side Plank Crunch,Strength,Core,Intermediate,3,3,10,20
Total Fitness Ab Tuck,Strength,Core,Intermediate,3,3,10,20
Active hang from bar,Strength,Core,Intermediate,3,3,10,20
Cat-cow,Strength,Core,Intermediate,3,3,10,20
Crab walk,Strength,Core,Intermediate,3,3,10,20
Lunge with overhead reach,Strength,Core,Intermediate,3,3,10,20
Hang from bar,Strength,Core,Intermediate,3,3,10,20
Total Fitness Hollow Hold,Strength,Core,Intermediate,3,3,10,20
Total Fitness Side Plank,Strength,Core,Intermediate,3,3,10,20
Side plank pulse,Strength,Core,Intermediate,3,3,10,20
Total Fitness Spider Crawl (Unweighted),Strength,Core,Intermediate,3,3,10,20
Total Fitness V-Up,Strength,Core,Intermediate,3,3,10,20
MetaBurn Alternating Knee-to-Elbow Mountain Climber,Strength,Core,Intermediate,3,3,10,20
Alternating sit-through with crunch-,Strength,Core,Intermediate,3,3,10,20
MetaBurn Alternating Toe-Touch,Strength,Core,Intermediate,3,3,10,20
MetaBurn Janda Sit-Up,Strength,Core,Intermediate,3,3,10,20
MetaBurn Oblique Roll Crunch,Strength,Core,Intermediate,3,3,10,20
MetaBurn Plank Jack,Strength,Core,Intermediate,1,1,30,60
MetaBurn Plank To Alternating Side Plank,Strength,Core,Intermediate,1,1,30,60
MetaBurn Plank Up-Down,Strength,Core,Intermediate,1,1,30,60
MetaBurn Plank Wiper,Strength,Core,Intermediate,1,1,30,60
MetaBurn Plank With Alternating Toe-Touch,Strength,Core,Intermediate,1,1,30,60
MetaBurn Plyo Push-Up,Strength,Core,Intermediate,3,3,10,20
MetaBurn Psycho Crunch,Strength,Core,Intermediate,3,3,10,20
MetaBurn Scapular Retraction Plank,Strength,Core,Intermediate,3,3,10,20
MetaBurn Scapular Retraction Plank Hold,Strength,Core,Intermediate,3,3,10,20
MetaBurn Scorpion,Strength,Core,Intermediate,3,3,10,20
MetaBurn Side Crawler,Strength,Core,Intermediate,3,3,10,20
MetaBurn Side Plank Oblique Crunch,Strength,Core,Intermediate,3,3,10,20
MetaBurn Sit-Through,Strength,Core,Intermediate,3,3,10,20
MetaBurn Sit-Up To V-Up,Strength,Core,Intermediate,3,3,10,20
MetaBurn Sit-Up With Rotation,Strength,Core,Intermediate,3,3,10,20
MetaBurn Split-Leg Crunch,Strength,Core,Intermediate,3,3,10,20
MetaBurn Tabletop Hip Thrust,Strength,Core,Intermediate,3,3,10,20
MetaBurn Tabletop With Russian Kick,Strength,Core,Intermediate,3,3,10,20
MetaBurn Toe Driver Abs,Strength,Core,Intermediate,3,3,10,20
MetaBurn-V-Up,Strength,Core,Intermediate,3,3,10,20
X-body V-up,Strength,Core,Intermediate,3,3,10,20
MetaBurn Swivel Crunch,Strength,Core,Intermediate,3,3,10,20
Robertson Core-Engaged Dead Bug,Strength,Core,Intermediate,3,3,10,20
FYR2 Double-Under,Strength,Core,Intermediate,3,3,10,20
FYR2 Fire Feet with Burpee Tuck Jump Drill,Strength,Core,Intermediate,3,3,10,20
FYR2 Flutter Kick,Strength,Core,Intermediate,3,3,10,20
FYR2 Half-Moon,Strength,Core,Intermediate,3,3,10,20
FYR2 Leopard Crawl,Strength,Core,Intermediate,3,3,10,20
FYR2 Plank Alternating Front Step,Strength,Core,Intermediate,1,1,30,60
FYR2 Shoulder Tap,Strength,Core,Intermediate,3,3,10,20
Hand shift plank,Strength,Core,Intermediate,3,3,10,20
Cross-body plank march,Strength,Core,Intermediate,3,3,10,20
Bent-knee Copenhagen hip adduction,Strength,Core,Intermediate,3,3,10,20
Copenhagen plank,Strength,Core,Intermediate,1,1,30,60
ACFT Hanging leg tuck,Strength,Core,Intermediate,3,3,10,20
Alternating hanging knee raise,Strength,Core,Intermediate,3,3,10,20
Plank To Sphinx,Strength,Core,Intermediate,3,3,10,20
Twisting Mountain Climbers,Strength,Core,Intermediate,3,3,10,20
Jack Knives,Strength,Core,Intermediate,3,3,10,20
Hanging Leg Raises,Strength,Core,Intermediate,3,3,10,20
Glute bridge,Strength,Glutes,Intermediate,3,3,10,20
Single-leg glute bridge,Strength,Glutes,Intermediate,3,3,10,20
Step-up with knee raise,Strength,Glutes,Intermediate,3,3,10,20
Glute Kickback,Strength,Glutes,Beginner,3,3,10,20
Standing hip extension,Strength,Glutes,Beginner,3,3,10,20
Neck Bridge Supine,Strength,Glutes,Beginner,3,3,10,20
Walking High Knee,Strength,Glutes,Intermediate,3,3,10,20
Walking Butt Kicks,Strength,Glutes,Intermediate,3,3,10,20
Walking Glute Stretch,Strength,Glutes,Intermediate,3,3,10,20
Lunge kick,Strength,Glutes,Intermediate,3,3,10,20
Curtsy lunge,Strength,Glutes,Intermediate,3,3,10,20
Side-lying leg lift,Strength,Glutes,Intermediate,3,3,10,20
FYR Progressive High Knee,Strength,Glutes,Intermediate,3,3,10,20
Glute-Ham Raise - Gethin Variation,Strength,Glutes,Intermediate,3,3,10,20
Natural Glute Ham Raise - Gethin Variation,Strength,Glutes,Intermediate,3,3,10,20
Groiner,Strength,Glutes,Intermediate,3,3,10,20
HM Alternating Donkey Kick,Strength,Glutes,Intermediate,3,3,10,20
HM Alternating Slow Step-Down With Chair,Strength,Glutes,Intermediate,3,3,10,20
HM Right Side Iron Cross,Strength,Glutes,Intermediate,3,3,10,20
HM Single-Leg Bridge,Strength,Glutes,Intermediate,3,3,10,20
HM Hi-Low,Strength,Glutes,Intermediate,3,3,10,20
HM Kick-Back,Strength,Glutes,Intermediate,3,3,10,20
HM Left Side Iron Cross,Strength,Glutes,Intermediate,3,3,10,20
HM Left Side-Kick,Strength,Glutes,Intermediate,3,3,10,20
HM Leg Lifts,Strength,Glutes,Intermediate,3,3,10,20
Walking lunge,Strength,Glutes,Intermediate,3,3,10,20
High Plyometric Box Jump,Strength,Glutes,Intermediate,3,3,10,20
Barbell hip thrust-,Strength,Glutes,Intermediate,3,3,10,20
UN Glute Bridge,Strength,Glutes,Intermediate,3,3,10,20
Holman Donkey Kick,Strength,Glutes,Intermediate,3,3,10,20
Holman Hip Raise with Alternating Kick,Strength,Glutes,Intermediate,3,3,10,20
Holman Left Leg Donkey Kick,Strength,Glutes,Intermediate,3,3,10,20
Holman Diagonal Right Leg Step-Out to Right Knee-Up,Strength,Glutes,Intermediate,3,3,10,20
Holman Right Leg Donkey Kick,Strength,Glutes,Intermediate,3,3,10,20
Holman Butt Tap to Jump,Strength,Glutes,Intermediate,3,3,10,20
Holman Butt Tap to Jump-Forward-Jump-Back,Strength,Glutes,Intermediate,3,3,10,20
Holman Traveling High Knees to Squat Thrust,Strength,Glutes,Intermediate,3,3,10,20
Holman Butt Kicker to High Knees,Strength,Glutes,Intermediate,3,3,10,20
Holman Daisy Cutter,Strength,Glutes,Intermediate,3,3,10,20
Holman Frogger,Strength,Glutes,Intermediate,3,3,10,20
Holman Hip Raise with Chest Press,Strength,Glutes,Intermediate,3,3,10,20
Total Fitness Bear Crawl,Strength,Glutes,Intermediate,3,3,10,20
Pigeon stretch,Strength,Glutes,Intermediate,3,3,10,20
Levitating side kick-through,Strength,Glutes,Intermediate,3,3,10,20
30 Legs Hip Thrust,Strength,Glutes,Intermediate,3,3,10,20
Dumbbell single-leg hip thrust,Strength,Glutes,Intermediate,3,3,10,20
Linear Acceleration Wall Drill,Plyometrics,Hamstrings,Intermediate,3,3,10,20
Knee Tuck Jump,Plyometrics,Hamstrings,Intermediate,3,3,10,20
Moving Claw Series,Plyometrics,Hamstrings,Intermediate,3,3,10,20
Hurdle Hops,Plyometrics,Hamstrings,Intermediate,3,3,10,20
Linear 3-Part Start Technique,Plyometrics,Hamstrings,Intermediate,3,3,10,20
Natural Glute Ham Raise,Strength,Hamstrings,Beginner,3,3,10,20
Prone Manual Hamstring,Strength,Hamstrings,Intermediate,3,3,10,20
Boss Everline 10-Yard Sprints,Strength,Hamstrings,Intermediate,3,3,10,20
HM Alternating Cross Lunge,Strength,Hamstrings,Intermediate,3,3,10,20
HM Alternating Front Kick,Strength,Hamstrings,Intermediate,3,3,10,20
HM Alternating Sprawl Kick-Through,Strength,Hamstrings,Intermediate,3,3,10,20
HM Alternating Step-Back,Strength,Hamstrings,Intermediate,3,3,10,20
HM Alternating Step-Up With Chair,Strength,Hamstrings,Intermediate,3,3,10,20
HM Right Knee-Up,Strength,Hamstrings,Intermediate,3,3,10,20
HM Low Lunge With External Twist,Strength,Hamstrings,Intermediate,3,3,10,20
HM Ninja Crawl,Strength,Hamstrings,Intermediate,3,3,10,20
HM Pigeon Stretch,Strength,Hamstrings,Intermediate,3,3,10,20
Single-Leg Deadlift Walk,Strength,Hamstrings,Intermediate,3,3,10,20
Total Fitness Hamstring Slide,Strength,Hamstrings,Intermediate,3,3,10,20
30 Legs Walking Lunge,Strength,Hamstrings,Intermediate,3,3,10,20
Burpee to pull-up,Plyometrics,Lats,Intermediate,3,3,10,20
Pullups,Strength,Lats,Intermediate,3,3,10,20
Pull-up,Strength,Lats,Beginner,3,3,10,20
Muscle Up,Strength,Lats,Intermediate,3,3,10,20
Rope climb,Strength,Lats,Intermediate,3,3,10,20
Wide-Grip Rear Pull-Up,Strength,Lats,Beginner,3,3,10,20
Side To Side Chins,Strength,Lats,Intermediate,3,3,10,20
Neutral-grip pull-up,Strength,Lats,Intermediate,3,3,10,20
Kipping Muscle Up,Strength,Lats,Intermediate,3,3,10,20
Negative pull-up,Strength,Lats,Intermediate,3,3,10,20
Chin-Up,Strength,Lats,Intermediate,3,3,10,20
HM Superman Lat Pull,Strength,Lats,Intermediate,3,3,10,20
AM Pull-Up,Strength,Lats,Intermediate,3,3,10,20
UP Chin-Up,Strength,Lats,Intermediate,3,3,10,20
Holman Alternating Forward and Side Punch,Strength,Lats,Intermediate,3,3,10,20
Jump to pull-up,Strength,Lats,Intermediate,3,3,10,20
Bent-over scapular slide,Strength,Lats,Intermediate,3,3,10,20
Iron cross stretch,Strength,Lats,Intermediate,3,3,10,20
Total Fitness Standing Lat Stretch,Strength,Lats,Intermediate,3,3,10,20
King Maker Pull-Up,Strength,Lats,Intermediate,3,3,10,20
Back extension,Strength,Lower Back,Intermediate,3,3,10,20
Hyperextensions With No Hyperextension Bench,Strength,Lower Back,Beginner,3,3,10,20
Partner Superman with alternating high-five,Strength,Lower Back,Beginner,3,3,10,20
TBS Back Extension,Strength,Lower Back,Intermediate,3,3,10,20
Lower Back Stretch - Yates Variation,Strength,Lower Back,Intermediate,3,3,10,20
Hyperextension - Gethin Variation,Strength,Lower Back,Intermediate,3,3,10,20
Back Extension - Gethin Variation,Strength,Lower Back,Intermediate,3,3,10,20
HM Banana Stretch,Strength,Lower Back,Intermediate,3,3,10,20
HM Child's Pose,Strength,Lower Back,Intermediate,3,3,10,20
HM Cobra,Strength,Lower Back,Intermediate,3,3,10,20
HM Cobra With Arm Retraction,Strength,Lower Back,Intermediate,3,3,10,20
HM Dive-Bomber,Strength,Lower Back,Intermediate,3,3,10,20
HM Downward-Facing Dog Pose,Strength,Lower Back,Intermediate,3,3,10,20
HM Downward Dog To Left Leg Extension To Warrior Pose,Strength,Lower Back,Intermediate,3,3,10,20
HM Downward Dog To Right Leg Extension To Warrior Pose,Strength,Lower Back,Intermediate,3,3,10,20
HM Spine Twist,Strength,Lower Back,Intermediate,3,3,10,20
HM Good Morning,Strength,Lower Back,Intermediate,3,3,10,20
HM Rag Doll,Strength,Lower Back,Intermediate,3,3,10,20
HM Upward-Facing Dog Pose,Strength,Lower Back,Intermediate,3,3,10,20
Superman-,Strength,Lower Back,Intermediate,3,3,10,20
Weighted back extension,Strength,Lower Back,Intermediate,3,3,10,20
MetaBurn Alternating Superman,Strength,Lower Back,Intermediate,3,3,10,20
MetaBurn Swimmer,Strength,Lower Back,Intermediate,3,3,10,20
Mixed Grip Chin,Strength,Middle Back,Intermediate,3,3,10,20
TBS Pull-Up,Strength,Middle Back,Intermediate,3,3,10,20
HM Angel Stretch,Strength,Middle Back,Intermediate,3,3,10,20
UNS Foam Roll Upper Back,Strength,Middle Back,Intermediate,3,3,10,20
30 Back Neutral-Grip Pull-Down,Strength,Middle Back,Intermediate,3,3,10,20
30 Back Pull-Up,Strength,Middle Back,Intermediate,3,3,10,20
30 Back Reverse-Grip Pull-Up,Strength,Middle Back,Intermediate,3,3,10,20
Isometric Neck Exercise - Sides,Strength,Neck,Beginner,3,3,10,20
Isometric Neck Exercise - Front And Back,Strength,Neck,Beginner,3,3,10,20
Neck Bridge Prone,Strength,Neck,Beginner,3,3,10,20
Burpee,Cardio,Quadriceps,Intermediate,3,3,10,20
Jumping Jack,Cardio,Quadriceps,Intermediate,3,3,10,20
Side-to-side box skip,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Broad jump,Plyometrics,Quadriceps,Intermediate,3,3,10,20
