Title,Type,BodyPart,Level,Time,Sets,B_Reps,I_Reps
Jumping jack-,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Alien Squat,Plyometrics,Quadriceps,Beginner,3,3,10,20
Rocket Jump,Plyometrics,Quadriceps,Beginner,3,3,10,20
Depth jump box jump,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Jump Squat,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Over bench jump,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Split Jump,Plyometrics,Quadriceps,Intermediate,3,3,10,20
90-degree jump squat,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Skip,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Southpaw sprawl,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Stride Jump Crossover,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Side Standing Long Jump,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Slide Jump Shot,Plyometrics,Quadriceps,Beginner,3,3,10,20
Sprawl frog kick,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Side Hop-Sprint,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Pop squat,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Star Jump,Plyometrics,Quadriceps,Beginner,3,3,10,20
Quick Leap,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Reverse Burpee,Plyometrics,Quadriceps,Beginner,3,3,10,20
Jump lunge heel kick,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Burpee box jump,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Linear Depth Jump,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Square Hop,Plyometrics,Quadriceps,Beginner,3,3,10,20
Running lunge,Plyometrics,Quadriceps,Intermediate,3,3,10,20
In-out jump squat,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Gorilla squat,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Burpee tuck jump,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Speed skater,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Jumping knee up-down,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Jump Lunge To Feet Jack,Plyometrics,Quadriceps,Intermediate,3,3,10,20
Forward lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Bodyweight squat,Strength,Quadriceps,Intermediate,3,3,10,20
Arms-crossed jump squat,Strength,Quadriceps,Intermediate,3,3,10,20
Bodyweight Reverse Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Bodyweight Walking Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Lateral lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Thigh killa,Strength,Quadriceps,Intermediate,3,3,10,20
Wall squat,Strength,Quadriceps,Intermediate,3,3,10,20
Side Lunge Touching Heel,Strength,Quadriceps,Intermediate,3,3,10,20
Single-leg box squat,Strength,Quadriceps,Intermediate,3,3,10,20
Reverse Lunge Rotation,Strength,Quadriceps,Intermediate,3,3,10,20
Seal jack,Strength,Quadriceps,Intermediate,3,3,10,20
Kneeling quad thoracic stretch,Strength,Quadriceps,Intermediate,3,3,10,20
Wall sit,Strength,Quadriceps,Intermediate,3,3,10,20
Walking lunge with hip extension,Strength,Quadriceps,Intermediate,3,3,10,20
Squat with alternating side leg raise,Strength,Quadriceps,Intermediate,3,3,10,20
Lateral Squats,Strength,Quadriceps,Intermediate,3,3,10,20
Walking lunge with twist,Strength,Quadriceps,Intermediate,3,3,10,20
Boss Everline Backward Lunge Walk,Strength,Quadriceps,Intermediate,3,3,10,20
Reverse Diagonal Skaters,Strength,Quadriceps,Intermediate,3,3,10,20
FYR Air Squat,Strength,Quadriceps,Intermediate,3,3,10,20
FYR Tuck Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Push-up sprawl tuck jump,Strength,Quadriceps,Intermediate,3,3,10,20
FYR Running Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
FYR Jumping Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
FYR Sprawl Frog Kick,Strength,Quadriceps,Intermediate,3,3,10,20
Jump squat-,Strength,Quadriceps,Intermediate,3,3,10,20
Single-leg burpee,Strength,Quadriceps,Intermediate,3,3,10,20
FYR Gorilla Squat,Strength,Quadriceps,Intermediate,3,3,10,20
Banded compass jump squat,Strength,Quadriceps,Intermediate,3,3,10,20
In-out sprawl,Strength,Quadriceps,Intermediate,3,3,10,20
Knee-tuck kick-up,Strength,Quadriceps,Intermediate,3,3,10,20
Bear crawl donkey kick,Strength,Quadriceps,Intermediate,3,3,10,20
Southpaw sprawl with push-up,Strength,Quadriceps,Intermediate,3,3,10,20
Bouncing lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Bodyweight Squat - Gethin Variation,Strength,Quadriceps,Intermediate,3,3,10,20
FYR Alternating Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Bodyweight Walking Lunge - Gethin Variation,Strength,Quadriceps,Intermediate,3,3,10,20
Seated Quad Contraction,Strength,Quadriceps,Intermediate,3,3,10,20
HM Squat with Alternating Leg Extension,Strength,Quadriceps,Intermediate,3,3,10,20
HM Air Squat,Strength,Quadriceps,Intermediate,3,3,10,20
HM Alternating Jump Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
HM Alternating Lunge-In-Place,Strength,Quadriceps,Intermediate,3,3,10,20
HM Alternating Side Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
HM Sumo Pulse,Strength,Quadriceps,Intermediate,3,3,10,20
HM Sumo Squat,Strength,Quadriceps,Intermediate,3,3,10,20
HM Alternating Side-Kick,Strength,Quadriceps,Intermediate,3,3,10,20
HM Tuck-Up Burpee,Strength,Quadriceps,Intermediate,3,3,10,20
HM Bear Crawl,Strength,Quadriceps,Intermediate,3,3,10,20
HM Bear Stance Fire Hydrant,Strength,Quadriceps,Intermediate,3,3,10,20
HM Walking Frankenstein,Strength,Quadriceps,Intermediate,3,3,10,20
HM Wide Jump Squat,Strength,Quadriceps,Intermediate,3,3,10,20
HM Boxer Shuffle,Strength,Quadriceps,Intermediate,3,3,10,20
HM Bulgarian Split Squat On Chair,Strength,Quadriceps,Intermediate,3,3,10,20
HM Burpee,Strength,Quadriceps,Intermediate,3,3,10,20
HM Butterfly,Strength,Quadriceps,Intermediate,3,3,10,20
HM Alternating Lunge Push-Up,Strength,Quadriceps,Intermediate,3,3,10,20
HM Comet,Strength,Quadriceps,Intermediate,3,3,10,20
HM Couch Stretch,Strength,Quadriceps,Intermediate,3,3,10,20
HM Down Up,Strength,Quadriceps,Intermediate,3,3,10,20
HM Duck Walk,Strength,Quadriceps,Intermediate,3,3,10,20
HM Fragon,Strength,Quadriceps,Intermediate,3,3,10,20
HM Frankenstein,Strength,Quadriceps,Intermediate,3,3,10,20
HM Single-Leg Squat on Chair,Strength,Quadriceps,Intermediate,3,3,10,20
HM Single-Leg Touchdown,Strength,Quadriceps,Intermediate,3,3,10,20
HM Speed Skater,Strength,Quadriceps,Intermediate,3,3,10,20
HM Squat Jump,Strength,Quadriceps,Intermediate,3,3,10,20
HM Squat Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
HM Garland Pose,Strength,Quadriceps,Intermediate,3,3,10,20
HM High Knees,Strength,Quadriceps,Intermediate,3,3,10,20
HM In-And-Out Squat,Strength,Quadriceps,Intermediate,3,3,10,20
HM In-And-Out Squat Jump,Strength,Quadriceps,Intermediate,3,3,10,20
HM Jumping Jack,Strength,Quadriceps,Intermediate,3,3,10,20
HM Jumping Knee-Up,Strength,Quadriceps,Intermediate,3,3,10,20
HM Jumping Rope,Strength,Quadriceps,Intermediate,3,3,10,20
HM Right Calf-Spike Sumo Pulse,Strength,Quadriceps,Intermediate,3,3,10,20
HM Reverse Lunge with Kick,Strength,Quadriceps,Intermediate,3,3,10,20
HM Left Knee-Up,Strength,Quadriceps,Intermediate,3,3,10,20
HM Left-Leg Lunge And Kick-Out,Strength,Quadriceps,Intermediate,3,3,10,20
HM Mountain Pose,Strength,Quadriceps,Intermediate,3,3,10,20
HM Butt Kickers,Strength,Quadriceps,Intermediate,3,3,10,20
HM Right-Leg Lunge And Kick-Out,Strength,Quadriceps,Intermediate,3,3,10,20
HM Sumo Get-Up,Strength,Quadriceps,Intermediate,3,3,10,20
AM Jump Squat,Strength,Quadriceps,Intermediate,3,3,10,20
AM Bodyweight Squat,Strength,Quadriceps,Intermediate,3,3,10,20
High knees sprawl drill,Strength,Quadriceps,Intermediate,3,3,10,20
UP Bulgarian Split Squat,Strength,Quadriceps,Intermediate,3,3,10,20
UN Forward Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
UN Front Foot Elevated Split Squat,Strength,Quadriceps,Intermediate,3,3,10,20
UNS Half-Kneeling Hip Flexor Stretch,Strength,Quadriceps,Intermediate,3,3,10,20
UNS Low Depth Jump,Strength,Quadriceps,Intermediate,3,3,10,20
UNS Forward-To-Reverse Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Towel Squat Thrust,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Towel Alternating Prisoner Squat,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Towel Alternating Lateral Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Squat Pull-Through Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman 180 Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Foot-Elevated Knee-Up to Squat,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Feet-Elevated Squat Thrust,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Hands-Elevated Lunge Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Hands-Elevated Jack to Split Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Hands-Elevated Wide Squat Thrust,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Hands-Elevated Squat Thrust to Split Jack,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Squat Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Squat Pulse,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Jump-Out Push-Up,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Alternating Forward Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Burpee to Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Pilates Single-Leg Stretch,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Alternating Reverse Prisoner Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Narrow-Wide Squat Jump to 180 Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman 180 Jump to Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Imaginary Jump Rope,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Fast Feet with Hands Up,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Hands-Elevated Alternating Lunge Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Right Split Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Left Split Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Plyometric Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Quad Touch Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Skate,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Lunge Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Flying Squat Thrust,Strength,Quadriceps,Intermediate,3,3,10,20
Holman 90-Degree Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Half Jack to 180 Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Quick Feet to Quad Touch Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Squat Thrust to Push-Up to Super Woman,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Plyometric Jump to 180 Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Standing Heel Click to Hands Down Heel Click,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Burpee to 180 Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Traveling Low Jack to Belly Touch,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Flying Squat Thrust to Shoulder Tap,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Squat Jump to Alternating Side Lunge Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Low Squat with Low Diagonal Dumbbell Punch,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Right Leg Hop to Right Reverse Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Left Leg Hop to Left Reverse Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Burpee to Open Stance,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Diagonal Squat Thrust to Renegade Forward Punch,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Bear Crawl,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Bear Crawl to Donkey Kick,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Bear Crawl to Froggy Push-Up,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Bear Crawl to Shoulder Tap,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Burpee to Tuck Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Burpee to Flying Squat Thrust to Tuck Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Forward Lunge to Reverse Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Renegade Lunge Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Squat Jump to Lunge Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Prisoner Reverse Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Wide-to-Narrow Squat Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Donkey Run,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Weighted Wide-to-Narrow Squat Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Wide-to-Narrow Donkey Kick,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Mule Kick,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Goal Post to Squat,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Frogger Squat to Heel Click,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Stair Sprint,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Stair Bear Crawl,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Burpee to Flying Squat Thrust,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Flying Squat Thrust to Push-Up,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Foot-Elevated Step-To-Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Split Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Stair Climb,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Burpee to Flying Jack,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Right Reverse Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Left Reverse Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Squat Tap to Hop,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Squat Tap to Jump-Forward-Jump-Back,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Squat Hip Drive,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Alternating Double Lunge Hop,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Right Reverse Lunge to Front Kick,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Right Leg Forward Lunge Hop,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Right Squat Thrust,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Left Reverse Lunge to Front Kick,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Left Leg Forward Lunge Hop,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Left Side Diagonal Burpee,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Left Squat Thrust,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Wide Squat Thrust,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Alternating Single-Leg Hop to Squat to 180 Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Right Lunge Hop to Chest Press,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Left Lunge Hop to Overhead Press,Strength,Quadriceps,Intermediate,3,3,10,20
Holman 180 Jump Hop Forward Hop Back,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Right Split Squat,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Left Split Squat,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Double Squat Pulse to 180 Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Towel Left Side Squat,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Alternating Lunge Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Lunge Jump to Squat Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Holman Burpee with Belly Touch,Strength,Quadriceps,Intermediate,3,3,10,20
Bootstrapper squat,Strength,Quadriceps,Intermediate,3,3,10,20
Total Fitness Broad Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Total Fitness Lateral Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Lateral shuffle,Strength,Quadriceps,Intermediate,3,3,10,20
Total Fitness Skip,Strength,Quadriceps,Intermediate,3,3,10,20
Total Fitness Spider Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Spider lunge stretch,Strength,Quadriceps,Intermediate,3,3,10,20
Spider lunge with T-rotation,Strength,Quadriceps,Intermediate,3,3,10,20
Standing quad stretch,Strength,Quadriceps,Intermediate,3,3,10,20
Vertical jump,Strength,Quadriceps,Intermediate,3,3,10,20
King Maker Burpee,Strength,Quadriceps,Intermediate,3,3,10,20
King Maker Explosive High Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Muscle Beach Skip,Strength,Quadriceps,Intermediate,3,3,10,20
Muscle Beach Broad Jump,Strength,Quadriceps,Intermediate,3,3,10,20
Muscle Beach Sprint,Strength,Quadriceps,Intermediate,3,3,10,20
Muscle Beach Front Kick,Strength,Quadriceps,Intermediate,3,3,10,20
Muscle Beach Side Kick,Strength,Quadriceps,Intermediate,3,3,10,20
Muscle Beach Spin Kick,Strength,Quadriceps,Intermediate,3,3,10,20
Muscle Beach Freestyle Kick,Strength,Quadriceps,Intermediate,3,3,10,20
MetaBurn Alternating Curtsy Lunge To Squat,Strength,Quadriceps,Intermediate,3,3,10,20
MetaBurn Alternating Curtsy Lunge With High Knee,Strength,Quadriceps,Intermediate,3,3,10,20
MetaBurn Alternating Diagonal Sprawl,Strength,Quadriceps,Intermediate,3,3,10,20
MetaBurn Alternating Lateral Sprawl,Strength,Quadriceps,Intermediate,3,3,10,20
MetaBurn Curtsy Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
MetaBurn Frogger,Strength,Quadriceps,Intermediate,3,3,10,20
MetaBurn High Knee Rotation,Strength,Quadriceps,Intermediate,3,3,10,20
MetaBurn Side-To-Side Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
MetaBurn Star Jump,Strength,Quadriceps,Intermediate,3,3,10,20
MetaBurn Tuck Jump With Knee Slap,Strength,Quadriceps,Intermediate,3,3,10,20
MetaBurn Lateral Bounding Hop,Strength,Quadriceps,Intermediate,3,3,10,20
MetaBurn Double Lunge,Strength,Quadriceps,Intermediate,3,3,10,20
Robertson Sprinter Step-Up,Strength,Quadriceps,Intermediate,3,3,10,20
FYR2 Front Kick-Through,Strength,Quadriceps,Intermediate,3,3,10,20
Lunge high-knee clap,Strength,Quadriceps,Intermediate,3,3,10,20
FYR2 Plyo Split Squat,Strength,Quadriceps,Intermediate,3,3,10,20
FYR2 Reverse Burpee,Strength,Quadriceps,Intermediate,3,3,10,20
FYR2 Reverse Burpee to Regular Burpee,Strength,Quadriceps,Intermediate,3,3,10,20
FYR2 Reverse Burpee Tuck Jump,Strength,Quadriceps,Intermediate,3,3,10,20
FYR2 Sprawlee,Strength,Quadriceps,Intermediate,3,3,10,20
FYR2 Squat Hold,Strength,Quadriceps,Intermediate,3,3,10,20
FYR2 Squat Jump,Strength,Quadriceps,Intermediate,3,3,10,20
FYR2 Squat Pulse,Strength,Quadriceps,Intermediate,3,3,10,20
Sprinter burpee,Strength,Quadriceps,Intermediate,3,3,10,20
Shuttle run training,Strength,Quadriceps,Intermediate,3,3,10,20
Return Push from Stance,Plyometrics,Shoulders,Intermediate,3,3,10,20
Wall sprawl,Plyometrics,Shoulders,Intermediate,3,3,10,20
Handstand push-up,Strength,Shoulders,Intermediate,3,3,10,20
Hand Stand Push-Up,Strength,Shoulders,Intermediate,3,3,10,20
Wall walk,Strength,Shoulders,Intermediate,3,3,10,20
Wall shoulder tap,Strength,Shoulders,Intermediate,3,3,10,20
Bear crawl shoulder tap,Strength,Shoulders,Intermediate,3,3,10,20
Shoulder L,Strength,Shoulders,Intermediate,3,3,10,20
TBS Inverted Row,Strength,Shoulders,Intermediate,3,3,10,20
HM Arm Circle,Strength,Shoulders,Intermediate,3,3,10,20
HM Hand-On-Wall Stretch,Strength,Shoulders,Intermediate,3,3,10,20
HM Jumping Arm Circle,Strength,Shoulders,Intermediate,3,3,10,20
Kipping Clapping Pull-Up,Strength,Shoulders,Intermediate,3,3,10,20
Holman Kneeling Overhead Press to Donkey Kick,Strength,Shoulders,Intermediate,3,3,10,20
Floor angel,Strength,Shoulders,Intermediate,3,3,10,20
Shoulder extension stretch,Strength,Shoulders,Intermediate,3,3,10,20
Triceps dip,Strength,Triceps,Intermediate,3,3,10,20
Weighted bench dip,Strength,Triceps,Intermediate,3,3,10,20
Push-Ups - Close Triceps Position,Strength,Triceps,Intermediate,3,3,10,20
Parallel Bar Dip,Strength,Triceps,Intermediate,3,3,10,20
Ring dip,Strength,Triceps,Intermediate,3,3,10,20
Feet-elevated bench dip,Strength,Triceps,Intermediate,3,3,10,20
Bodyweight triceps press,Strength,Triceps,Intermediate,3,3,10,20
Standing Towel Triceps Extension,Strength,Triceps,Beginner,3,3,10,20
Russian Bar Dip,Strength,Triceps,Intermediate,3,3,10,20
Straight-arm plank with kick-back,Strength,Triceps,Intermediate,3,3,10,20
TBS Dip,Strength,Triceps,Intermediate,3,3,10,20
Bench Dips - Gethin Variation,Strength,Triceps,Intermediate,3,3,10,20
Banded dip,Strength,Triceps,Intermediate,3,3,10,20
Bench Dip - Gethin Variation,Strength,Triceps,Intermediate,3,3,10,20
HM Chair Dip,Strength,Triceps,Intermediate,3,3,10,20
Bench dip,Strength,Triceps,Intermediate,3,3,10,20
Holman Step Triceps Dip,Strength,Triceps,Intermediate,3,3,10,20
Holman Chair Triceps Dip,Strength,Triceps,Intermediate,3,3,10,20
Bodyweight Triceps Rope Press,Strength,Triceps,Intermediate,3,3,10,20
Holman Heavy Triceps Overhead Press,Strength,Triceps,Intermediate,3,3,10,20
Holman Couch Triceps Dip,Strength,Triceps,Intermediate,3,3,10,20
FYR2 Triceps Push-Up,Strength,Triceps,Intermediate,3,3,10,20
30 Arms Triceps Dip,Strength,Triceps,Intermediate,3,3,10,20
30 Arms Close-Grip Push-Up,Strength,Triceps,Intermediate,3,3,10,20
30 Arms BFR Close-Grip Push-Up,Strength,Triceps,Intermediate,3,3,10,20
